URL,Title,Media,Label,Text
https://www.liputan6.com/news/read/5446821/mk-gelar-lagi-sidang-batas-usia-capres-cawapres-rabu-8-november-2023,MK Gelar Lagi Sidang Batas Usia Capres-Cawapres Rabu 8 November 2023,Liputan 6,Politik,"Liputan6.com, Jakarta - Mahkamah Konstitusi (MK) kembali menggelar sidang atas gugatan uji materil Pasal 169 huruf q Undang-Undang Nomor 7 Tahun 2017 tentang Pemilu, terkait batas usia calon presiden dan wakil presiden.

Sidang syarat usia capres-cawapres di bawah 40 tahun itu diajukan oleh mahasiswa Fakultas Hukum Universitas Nahdlatul Ulama Indonesia (Unusia), Brahma Aryana.

""Rabu, 8 November 2023 pukul 13:30 WIB. Perkara Nomor 141/PUU-XXI/2023, pengujian materiil Undang-Undang Nomor 7 Tahun 2017 tentang Pemilihan Umum,"" tulis jadwal sidang dalam situs MK yang dikutip Liputan6.com, Selasa (7/11/2023).

Tertulis, Brahma Aryana memberikan kuasa kepada Viktor Santoso Tandiasa dan Harseto Setyadi Rajah."
https://www.liputan6.com/news/read/5446801/saat-puncak-hut-ke-59-golkar-gus-miftah-bangga-pada-persahabatan-jokowi-dan-prabowo,"Saat Puncak HUT ke-59 Golkar, Gus Miftah Bangga pada Persahabatan Jokowi dan Prabowo",Liputan 6,Politik,"Liputan6.com, Jakarta - Partai Golkar menggelar puncak Hari Ulang Tahun atau HUT ke-59 Golkar pada Senin 6 November 2023 di Kantor DPP Partai Golkar, Jalan Anggrek Neli, Jakarta Barat.

Dalam kesempatan itu, pendakwah sekaligus Pimpinan Pondok Pesantren atau Ponpes Ora Aji Yogyakarta yakni Gus Miftah memberikan ceramah di hadapan Presiden Joko Widodo (Jokowi) hingga calon presiden (capres) Prabowo Subianto.

Gus Miftah mengatakan, dirinya mengaku mengingat perkataan yang pernah disampaikan Presiden Jokowi kepada capres Prabowo Subianto.

""Pak Prabowo saya ini senang naik sepeda, dan sering saat naik sepeda rantainya putus. Tapi percayalah pada saya Pak Prabowo, rantai persahabatan kita, saya dan Pak Prabowo yakinlah tidak akan pernah terputus, dan malam ini kita jadi saksinya,"" tutur Gus Miftah disambut tepuk tangan hadirin HUT Golkar di DPP Golkar, Jakarta Barat, Senin malam 6 November 2023.

Kalimat bijak Gus Miftah tidak hanya menyasar ke Jokowi dan Prabowo Subianto, namun juga ke sejumlah Ketua Umum (Ketum) partai, salah satunya Ketum Golkar Airlangga Hartarto.

""Saya tetap konsisten dengan kuote saya untuk bapak. Tetaplah bermanfaat untuk banyak orang, Walaupun hidupmu sering dimanfaatkan,"" kata Gus Miftah.

Gus Miftah membawakan sejumlah guyonan untuk seluruh hadirin yang hadir sambil menyelipkan pesan perdamaian selama kontestasi Pemilihan Presiden atau Pilpres 2024.

Di ujung ceramahnya, dia melantunkan pantun bernada salawat atau doa seperti yang pernah dilakukan bersama Airlangga Hartarto saat mengikuti pengajian di Tuban.

""Lontong tahu, lontong tahu ono lontong sate. Gak usah galau, pilih Partai Golkar Wae. Ke Jakarta, ke Jakarta naik sepeda. Bersama Airlangga, Partai Golkar pasti berjaya,"" ujarnya.

""Lontong tahu, lontong tahu lontong sate. Gak usah galau, pilih Prabowo-Gibran Wae. Makan roti, makan roti isinya pisang. Bersama Pak Jokowi, Insyaallah kita menang,"" jelas Gus Miftah."
https://www.liputan6.com/news/read/5446768/prabowo-jokowi-bukan-kopassus-tapi-keberaniannya-lebihi-semua-jenderal,"Prabowo: Jokowi Bukan Kopassus, Tapi Keberaniannya Lebihi Semua Jenderal",Liputan 6,Politik,"Liputan6.com, Jakarta - Menteri Pertahanan Prabowo Subianto kembali memuji-muji Presiden Joko Widodo (Jokowi). Prabowo menilai mantan Wali Kota Solo itu adalah sosok pemberani yang melebihi semua jenderal.

""Kadang-kadang saya sebagai mantan tentara aku lihat beliau [Jokowi] ini tidak pernah Kopassus, tidak pernah, tapi keberaniannya mungkin melebihi semua jenderal gitu. Enggak bergeming, terus. Beliau diejek, beliau dihina, terus,"" kata Prabowo di Pondok Pesantren Minhajurrasyidin, Jakarta Timur, Selasa (7/11).

Prabowo cerita, suatu ketika Presiden Jokowi pernah meminta kepadanya untuk melakukan hilirisasi. Sebab, jika tidak dilakukan hilirisasi, maka rakyat tidak akan makmur.

""Karena itu saya mantap saya bersatu dengan Pak Jokowi, saya akan melanjutkan perjuangannya Pak Jokowi,"" ucapnya.

Menurut Bacapres Koalisi Indonesia Maju ini, hilirisasi membuat Indonesia berdikari. Dia berkata, produk buatan anak bangsa mesti diutamakan.

""Ini yang membuat kita berdiri di atas kaki kita sendiri. Kita harus dan kita bisa dan kita akan punya mobil buatan Indonesia sendiri. Buatan anak-anak Indonesia sendiri,"" ujarnya."
https://www.liputan6.com/news/read/5446857/memahami-pernyataan-djarot-saiful-hidayat-terkait-neo-orba,Memahami Pernyataan Djarot Saiful Hidayat Terkait Neo Orba,Liputan 6,Politik,"Liputan6.com, Jakarta - Ketua Umum Yayasan Pendidikan Soekarno yang merupakan Cucu dari Presiden pertama RI Ir. Soekarno, Dade Marhaendra bersuara terkait pernyataan kader PDIP Djarot Saiful Hidayat yang menyebut jika pasangan capres-cawapres Prabowo Subianto dan Gibran Rakabuming Raka cerminan neo orde baru (orba).

Menurutnya, hal tersebut perlu dikhawatirkan dan bisa saja terjadi di masa sekarang ini. Dade beranggapan jika neo orba bisa muncul pada situasi rezim yang marak melakukan KKN.

""Perilaku KKN kembali dipraktekkan oleh penguasa saat ini, sebagai bagian dari abuse of power yang dilakukan secara terstruktur, sistematis dan masif,"" kata Dade kepada wartawan, Senin (6/11/2023).

Dia menjelaskan jika sistem politik saat orba pun ditandai dengan maraknya KKN. Politik KKN tersebut yang kemudian ditentang oleh masyarakat hingga akhirnya membuat keruntuhan rezim.

Pada masa reformasi sekarang ini, menurut Dade, perilaku KKN semacam itu seolah kembali muncul dan mengkhawatirkan. Termasuk salah satunya lewat pencalonan Gibran Rakabuming Raka (GR) sebagai calon wakil presiden.

""Penunjukkan GR sebagai cawapres Prabowo Subianto sangat kental dengan praktek tersebut.(GR merupakan anak Jokowi) yang notabene masih sebagai presiden, yang sebetulnya secara UU pemilu tidak memenuhi syarat karena faktor usia, namun dipaksakan untuk tetap menjadi cawapres dengan menggunakan MK sebagai lembaga pemberi legalitimasi,"" tambah dia.

Langkah yang berpolemik tersebut dianggap Dade sangat nepotisme. Menurutnya, putusan yang diambil Ketua MK yang merupakan paman dari Gibran pun juga menjadi salah satu indikator nepotisme kental terjadi.

""Ini jelas bentuk nepotisme. Nepotisme dapat terjadi karena pimpinan tertinggi melakukan korupsi atas kekuasaan yang dimilikinya untuk mempengaruhi lembaga lain guna memenuhi ambisinya,"" tambahnya.

Serangkaian upaya tersebut dinilai Putra dari Almarhumah Rachmawati Soekarnoputri ini menjadi bentuk abuse of power pemerintah sekarang ini."
https://www.liputan6.com/news/read/5446739/6-hal-yang-disampaikan-jokowi-saat-hadiri-hut-ke-59-golkar-singgung-soal-pemilu-2024,"6 Hal yang Disampaikan Jokowi saat Hadiri HUT ke-59 Golkar, Singgung soal Pemilu 2024",Liputan 6,Politik,"Liputan6.com, Jakarta - Presiden Joko Widodo atau Jokowi menghadiri acara Hari Ulang Tahun (HUT) ke-59 Golkar pada Senin 6 November 2023 di Gedung DPP Partai Golkar, Jakarta Barat (Jakbar).

Kedatangan Presiden Jokowi disambut Ketua Umum Partai Golkar Airlangga Hartarto dan tampak diiringi pula Ketua Umum PAN Zulkifli Hasan atau Zulhas serta bakal calon presiden (capres) Prabowo Subianto yang juga Ketua Umum Gerindra.

Meski begitu, kedua putra Jokowi yakni Gibran Rakabuming Raka yang juga merupakan calon wakil presiden (cawapres) pendamping Prabowo dan Ketua Umum PSI Kaesang Pangarep tidak datang alias absen ke HUT ke-59 Golkar.

Dalam kesempatan tersebut, ada sejumlah hal yang disampaikan Jokowi, salah satunya terkait Pemilihan Umum atau Pemilu 2024. Jokowi mengingatkan semua peserta Pemilu 2024 tidak jemawa atau angkuh apabila menang. Dia juga meminta semua peserta berlapang dada apabila nantinya kalah dalam Pemilu 2024.

""Dan ingat mulai dari sekarang yang kita pegang betul nanti jika menang jangan jemawa, jika kalah juga jangan murka,"" kata Jokowi dalam sambutannya, Senin 6 November 2023.

Dia sepakat dengan Prabowo Subianto agar semua masyarakat kembali rukun dan bersatu usai Pemilu 2024. Jokowi menyebut Pemilu 2024 merupakan pertandingan antar anggota keluarga sendiri yang ingin membangun Indonesia maju.

Selain itu, Jokowi menyebut banyak drama dan sinetron yang terjadi menjelang Pemilu dan Pemilihan Presiden atau Pilpres 2024.

""Karena saya melihat akhir-akhir ini yang kita lihat adalah terlalu banyak dramanya, terlalu banyak drakornya, terlalu banyak sinetronnya. sinetron yang kita lihat,"" kata Jokowi.

Berikut sederet pernyataan Presiden Jokowi saat hadiri HUT ke-59 Golkar pada Senin 6 November 2023 di Gedung DPP Partai Golkar dihimpun Liputan6.com:"
https://www.liputan6.com/news/read/5446719/prabowo-sebut-ada-menteri-menteri-neolib-di-kabinet-jokowi-siapa-saja,"Prabowo Sebut Ada Menteri-menteri Neolib di Kabinet Jokowi, Siapa Saja?",Liputan 6,Politik,"Liputan6.com, Jakarta Bakal calon presiden Prabowo Subianto mengungkapkan ada menteri di kabinet Jokowi-Ma'ruf Amin yang berpaham neoliberalisme atau neolib. Hal itu diungkapkan Prabowo saat paparan di dalam pidatonya saat Rakernas Lembaga Dakwah Islam Indonesia (LDII) 2023, Selasa (7/11/2023).

Mulanya, Prabowo sedang memaparkan slide berkaitan dengan Jokowinomics: Aplikasi Nyata Ekonomi Pancasila oleh Presiden Jokowi. Menurutnya, hal itu berhasil membela rakyat Indonesia.

""Kalau melihat data ini, ya sudahlah, harus diakui bahwa Presiden Jokowi dan pemerintahan yang beliau pimpin, ya berhasil membela rakyat Indonesia,"" kata Prabowo memaparkan slide dilihat di kanal YouTube LDII TV.

Prabowo lantas menceritakan bagaimana jalannya sidang kabinet. Menurut Prabowo, Jokowi selalu memikirkan kebijakan-kebijakan yang pro rakyat.

""Saya rival yang dikalahkan, begitu saya masuk kabinet saya lihat, kan saya hadir sidang kabinet. Saya lihat kebijakan-kebijakan selalu memikirkan bagaimana rakyat kecil, bagaimana orang miskin. Itu selalu fokus beliau,"" kata Prabowo.

Namun, di luar kebijakan Jokowi yang pro rakyat kecil itu, ada menteri-menteri yang neolib. Prabowo enggan mengungkapkan siapa menteri-menteri yang dimaksud.

""Ada juga menteri-menteri yang neolib itu, gue enggak sebut siapa namanya. Enggak boleh dong, enggak etis karena kan kita harus kompak, tapi neolib gimana?"" kata Prabowo disambut tawa.

Prabowo lalu mencontohkan saat menteri-menteri neolib tersebut berkomunikasi dengan Presiden. Salah satunya saat membahas utang negara.

""Selalu aku lihat kadang-kadang coba-coba 'uh bapak presiden' intinya enggak usah, enggak, harus. Nanti utang kita terlalu banyak, utang kita salah satu terendah di dunia sekarang,"" kata Prabowo."
https://www.liputan6.com/news/read/5446697/pan-ubah-logo-di-sosmed-jadi-semangka-kita-mendukung-penuh-palestina,PAN Ubah Logo di Sosmed Jadi Semangka: Kita Mendukung Penuh Palestina,Liputan 6,Politik,"Liputan6.com, Jakarta Partai Amanat Nasional (PAN) terus mendukung kemerdekaan Palestina. Bahkan, wujud dukungan Palestina diberikan PAN dengan mengganti logo atau profile picture sementara di semua akun media sosial PAN dengan mengganti huruf A pada gambar logo PAN menjadi semangka.

""Ini adalah bentuk dukungan paling sederhana yang bisa kita lakukan. Kita mendukung penuh Palestina dan mengutuk keras perang yang disebabkan oleh Israel,"" kata Ketua DPP PAN Zita Anjani kepada awak media, di Kantor DPP PAN, Selasa (7/11/2023).

Selain itu, partai berlambang matahari ini juga tidak hanya mengganti logo. Dengan menggandeng Ma'had Islam Rafiah Akhyar, milik Ust. Adi Hidayat, PAN membuka jalur donasi. Dan, sejak diumumkan 5 hari lalu dengan media sosial PAN, telah berhasil terkumpul kurang lebih dari Rp 348 juta.

Selain itu Zita mengungkapkan, jumlah tersebut masih belum termasuk keuntungan penjualan tiket Birukan Langit Indonesia Stage yang baru diselenggarakan tanggal 5 November 2023 lalu di Ponorogo.

""Kami dengan segala upaya akan mendukung Palestina. Mulai dari pengumpulan donasi, penyataan sikap melalui logo, hingga menggunakan semua kesempatan yang kami miliki untuk membantu saudara-saudara kita di Palestina. Ini bukan soal agama, ini perang pada penindasan kemanusiaan,"" tuturnya.

Zita sendiri memulai ajakan donasi ini dengan menjual sebuah jam tangan Rolex Rose Gold miliknya yang dihadiahi sang Ayah di ulang tahun ke-16. Jam itu ditaksir di harga Rp 250.000.000.

“Donasi masih terus dibuka. Informasi lebih lanjut bisa klik link di bio media sosial Partai Amanat Nasional dan BlueSquad bagi yang ingin turut berdonasi,” pungkasnya."
https://www.liputan6.com/news/read/5446754/waketum-dmi-syafruddin-saya-tidak-mau-terlibat-politik-praktis,Waketum DMI Syafruddin: Saya Tidak Mau Terlibat Politik Praktis,Liputan 6,Politik,"Liputan6.com, Jakarta - Wakil Ketua Umum DPP Dewan Masjid Indonesia (DMI) Jenderal (purn) Syafruddin Kambo menegaskan dirinya menolak terlibat politik praktis. Syafruddin menyebut Dewan Masjid tidak boleh dibawa ke dalam politik.

Hal ini disampaikan Syafruddin usai namanya sempat masuk di daftar rombongan Din Syamsuddin dalam kunjungan ke NasDem Tower, Senin (6/11/2023).

Jenderal (purn) Syafruddin menegaskan bahwa sudah menolak permintaan Din Syamsuddin untuk ikut dalam rombongan kunjungan ke NasDem Tower. Ia mengatakan, posisinya saat ini melarang dirinya terlibat dalam politik praktis.

""Kemarin saya sudah bilang ke Pak Din, saya tidak terlibat politik praktis, Dewan Masjid tidak boleh dibawa ke dalam politik, tapi nama saya tetap dimasukkan ke dalam daftar rombongan,"" ucap dia tegas, dalam keterangan yang diterima di Jakarta, Selasa (7/11/2023).

Ia pun menyayangkan, Din Syamsuddin yang masih mencantumkan namanya dalam daftar rombongan yang hadir dalam kunjungan bernuansa politis tersebut. Sebab, tutur dia, kunjungan Din Syamsuddin ke NasDem merupakan bentuk dukungan terbuka kepada pasangan Anies Baswedan-Muhaimin Iskandar."
https://www.liputan6.com/news/read/5446640/jelang-putusan-kasus-etik-hakim-mk-anies-harap-mkmk-junjung-tinggi-etika-dan-objektivitas,"Jelang Putusan Kasus Etik Hakim MK, Anies Harap MKMK Junjung Tinggi Etika dan Objektivitas",Liputan 6,Politik,"Liputan6.com, Jakarta - Bakal calon presiden (Capres) Koalisi Perubahan, Anies Baswedan berharap Majelis Kehormatan Mahkamah Konstitusi (MKMK) menjunjung tinggi etika dan objektivitas dalam sidang pleno pengucapan putusan terhadap dugaan pelanggaran kode etik dan perilaku hakim konstitusi yang akan digelar hari ini, Selasa (7/11/2023) pukul 16.00 WIB.

Hal ini disampaikan Anies Baswedan saat menghadiri peringatan Maulid Nabi Muhammad SAW serta Haul Qutbil Anfas Al Habib Umar bin Abdurrahman Al Atthos ke-373 di Majelis Darul Musthofa Al Madinatul Munawaroh, Jagakarsa, Jakarta Selatan, Selasa.

Mulanya, Anies menyampaikan pernah menjadi ketua komite etik Komisi Pemberantasan Korupsi (KPK) pada 2013 silam. Menurut dia, sebagai ketua komite etik, etika dan objektivitas tak boleh dilanggar.

""Saya pernah menjadi ketua komite etik KPK tahun kalau tidak salah 2012. Pada waktu itu saya menjadi ketua komite etik, dan waktu itu mendapatkan tugas di KPK untuk melihat apakah ada prinsip-prinsip etika yang dilanggar atau tidak,"" kata Anies.

Menurut Anies, berdasarkan pada pengalamannya itu, semua keputusan terkait etik mesti diambil berdasarkan fakta yang ditemukan. Pasalnya, kata dia marwah konstitusi harus dijaga.

""Dari pengalaman itu saya melihat bekerja dalam soal etika ini harus menjaga etika juga. Termasuk semua yang menjadi keputusan-keputusannya itu memang harus mendasarkan pada fakta-fakta temuan dan objektif lalu disampaikan juga menjadi bagian dari menjaga marwah institusi pada waktu itu KPK, kalau sekarang kaitannya dengan MK,"" katanya.

Oleh sebab itu, Anies mengaku percaya MKMK bakal mengambil keputusan terbaik. Dia meyakini MKMK akan menjunjung tinggi etika.

""Jadi kita percayakan kepada majelis kehormatan, untuk menjalankan menuntaskan tugas dengan baik dan kami percaya mereka akan menjunjung tinggi etika dan menjunjung tinggi objektivitas,"" ucap Anies."
https://www.liputan6.com/news/read/5446555/jokowi-sebut-indonesia-butuh-pemimpin-yang-kuat-dan-mau-merangkul,Jokowi Sebut Indonesia Butuh Pemimpin yang Kuat dan Mau Merangkul,Liputan 6,Politik,"Liputan6.com, Jakarta Presiden Joko Widodo atau Jokowi menyebut Indonesia saat ini membutuhkan sosok pemimpin yang kuat agar dapat menghadapi tantangan global yang semakin sulit. Dia juga mengatakan Indonesia membutuhkan pemimpin yang memiliki karakter mau merangkul, kompak, dan solid untuk mencapai Indonesia Emas 2045.

""Sekali lagi, dibutuhkan kepemimpinan nasional yang kuat. Kepemimpinan nasional yang mempersatukan, kepemimpinan nasional yang mau merangkul semuanya untuk kekompakkan, kesolidan, untuk persatuan negara ini dalam mencapai sebuauh cita-cita besar. Indonesia Emas 2045,"" jelas Jokowi saat menyampaikan sambutan di acara Peresmian Pembukaan Rakernas Lembaga Dakwah Islam Indonesia (LDII) di Grand Ballroom Minhaajurrosyidiin Jakarta Timur, Selasa (7/11/2023).

Jokowi mengatakan tantangan yang dihadapi ke depan tidak mudah salah satunya, ketidakpastiaan ekonomi global yang sulit diprediksi dan dikalkulasi. Kedua, tantangan perubahan iklim yang menyebabkan kekeringan di hampir semua negara.

""Dulu kita kalau ada perubahan iklim, ya hanya dalam kata-kata sekarang sudah nyata. Kekeringan hampir di semua negara sekarang terjadi. Panas bumi yang naik, gelombang panas kita ada 7 provinsi kemarin kekeringan sehingga produksi beras kita menurun,"" jelas dia.

Selain itu, Jokowi menyampaikan perang yang terjadi antara Ukraina dan Rusia dan Gaza membuat tantangan global semakin sulit. Dia menuturkan perang-perang tersebut berdampak terhadap Indonesia.

""Itulah tantangan yang ke depan semakin tidak mudah. Tapi sekali lagi, dengan karakter yang kita bangun, sektor SDM yang kita bangun kita yakini Insya Allah kita bisa mencapainya,"" tutur Jokowi."
